curve_num,n_points,n_unique_time,time_min,time_max,pop_min,pop_max,PopBio_units
289,12,12,12.659340659339302,1014.8571428571399,285.9584859582249,6694.627594627291,N
290,11,11,13.455672693084603,1015.89186356561,145.712799310917,19699.664375547298,N
291,11,11,13.505263482375899,1015.9414543548999,156.605197702724,22285.20673013,N
292,11,11,12.049694825912901,1015.99104514419,1009.40388628522,21625.627579976193,N
293,11,11,13.6044450609591,1013.03031704197,117.01914844961001,26877.1884434779,N
294,10,10,-22.902868147292303,972.7090376308572,-668.2839359007781,20215.0786919774,N
295,11,11,8.10796462920274,1014.6939736346502,379.5735884514139,20106.621466196695,N
296,10,10,41.41281840480259,1045.9733123248798,1171.2945735114,23933.2728939867,N
297,11,11,11.547975010660599,1012.47900643743,583.2577291979248,23971.085912863204,N
298,11,11,13.1027252457075,1011.52515759622,247.620090941506,21030.2959487668,N
299,11,11,12.148876404496397,1010.571308755,181.64334218624597,21756.040185071502,N
300,14,14,1.40679953106678,128.018757327081,48.5595873508849,953024843.747442,N
301,17,17,2.81359906213356,96.1313012895662,66.80336882367278,1720052607.1875799,N
302,15,15,1.8757327080890298,58.147713950762,82.65242665725658,1727792637.3875098,N
303,14,14,-0.468933177022336,30.949589683469995,41.4076900447241,1478475784.4209,N
304,9,9,0.937866354044502,383.118405627198,35.29372093647751,108878.68652255501,N
305,20,20,0.937866354044473,337.162954279015,39.255362130490404,417077044.6448691,N
